site_name,latitude,longitude,site_type,population,state,source_sheet
face to face,12.043197,13.914353,IDPs,IDPs in camp,Borno,Data
face to face,12.039345,13.904101,IDPs,IDPs in camp,Borno,Data
face to face,12.036583,13.903243,IDPs,IDPs in camp,Borno,Data
face to face,12.04379,13.91678,IDPs,IDPs in camp,Borno,Data
face to face,12.029877,13.916949,IDPs,IDPs in camp,Borno,Data
face to face,12.03095,13.92095,IDPs,IDPs in camp,Borno,Data
face to face,12.04289,13.90183,IDPs,IDPs in camp,Borno,Data
face to face,12.027395,13.921123,IDPs,IDPs in camp,Borno,Data
face to face,12.03861,13.89954,IDPs,IDPs in camp,Borno,Data
face to face,12.035505,13.905677,IDPs,IDPs in camp,Borno,Data
face to face,12.043034,13.920241,IDPs,IDPs in camp,Borno,Data
face to face,12.039693,13.924678,IDPs,IDPs in camp,Borno,Data
face to face,12.02676,13.91968,IDPs,IDPs in camp,Borno,Data
face to face,12.49177,12.78145,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.49633,12.78258,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.49331,12.78305,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.49228,12.78138,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.49886,12.78406,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.4944,12.7234,Returnees,Returnees,Borno,Data
face to face,12.49887,12.78405,Returnees,Returnees,Borno,Data
face to face,12.49553,12.78038,Returnees,Returnees,Borno,Data
face to face,12.4915,12.78682,Returnees,Returnees,Borno,Data
face to face,12.50028,12.78607,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.49978,12.7798,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.49439,12.72339,Returnees,Returnees,Borno,Data
face to face,12.49885,12.78403,Returnees,Returnees,Borno,Data
face to face,12.50118,12.78107,Returnees,Returnees,Borno,Data
face to face,11.07889,13.69987,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.08483,13.69697,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.08471,13.70303,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.08361,13.7038,Returnees,Returnees,Borno,Data
face to face,11.07862,13.69736,Returnees,Returnees,Borno,Data
face to face,11.08567,13.6963,Returnees,Returnees,Borno,Data
face to face,11.08893,13.69086,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.08894,13.69642,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.07857,13.68674,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.08794,13.69722,Returnees,Returnees,Borno,Data
face to face,11.07875,13.68849,Returnees,Returnees,Borno,Data
face to face,11.08474,13.68777,Returnees,Returnees,Borno,Data
face to face,11.0894,13.68793,IDPs,IDPs in camp,Borno,Data
face to face,11.22536,13.78608,IDPs,IDPs in camp,Borno,Data
face to face,11.23179,13.7763,IDPs,IDPs in camp,Borno,Data
face to face,10.96916,13.6659,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.07225,13.69499,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.95927,13.66465,Returnees,Returnees,Borno,Data
face to face,10.96916,13.6659,Returnees,Returnees,Borno,Data
face to face,11.07002,13.68992,IDPs,IDPs in camp,Borno,Data
face to face,11.05942,13.68835,Returnees,Returnees,Borno,Data
face to face,11.22913,13.78371,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.22256,13.78383,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.22062,13.77783,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.22258,13.78555,Returnees,Returnees,Borno,Data
face to face,11.22336,13.78247,Returnees,Returnees,Borno,Data
face to face,11.22063,13.77821,Returnees,Returnees,Borno,Data
face to face,11.23122,13.78367,IDPs,IDPs in camp,Borno,Data
face to face,11.22534,13.78606,IDPs,IDPs in camp,Borno,Data
face to face,11.23177,13.77628,IDPs,IDPs in camp,Borno,Data
face to face,11.22047,13.78747,IDPs,IDPs in camp,Borno,Data
face to face,11.22738,13.77414,IDPs,IDPs in camp,Borno,Data
face to face,11.23111,13.78741,IDPs,IDPs in camp,Borno,Data
face to face,10.525174,12.251007,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.58752,12.05332,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.43137,12.0983,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.5269,12.28854,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.52641,12.28918,Returnees,Returnees,Borno,Data
face to face,10.536266,12.226698,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.46432,12.418264,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.49014,12.41747,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.478075,12.432582,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.45599,12.41539,Returnees,Returnees,Borno,Data
face to face,10.48408,12.42978,Returnees,Returnees,Borno,Data
face to face,10.498306,12.415501,Returnees,Returnees,Borno,Data
face to face,10.54014,12.1291,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.452719,12.160704,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.39269,12.25003,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.47888,12.2482,Returnees,Returnees,Borno,Data
face to face,10.40643,12.37261,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.486592,12.303797,Returnees,Returnees,Borno,Data
face to face,10.501638,12.203093,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.50885,12.32889,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.508381,12.325795,Returnees,Returnees,Borno,Data
face to face,11.86406,13.17404,IDPs,Integrated,Borno,Data
face to face,11.75301,13.10069,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.78343,13.13551,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.78242,13.1364,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.80724,13.1754,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.80187,13.17843,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.79478,13.17991,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.78635,13.18826,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.7825,13.13622,IDPs,IDPs in camp,Borno,Data
face to face,11.78467,13.13903,IDPs,IDPs in camp,Borno,Data
face to face,11.790619,13.170897,IDPs,IDPs in camp,Borno,Data
face to face,11.79882,13.1782,IDPs,IDPs in camp,Borno,Data
face to face,11.791941,13.173189,IDPs,IDPs in camp,Borno,Data
face to face,11.79511,13.18109,IDPs,IDPs in camp,Borno,Data
face to face,11.808495,13.08815,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.81595,13.09623,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.81242,13.08889,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.81167,13.09191,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.809991,13.09101,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.90945,13.26365,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.88492,13.26214,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.811606,13.088328,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.86373,13.23868,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.86873,13.25443,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.87493,13.27582,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.87127,13.23864,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.86968,13.21985,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.88758,13.22396,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.89772,13.25245,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.89582,13.24064,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.88183,13.21638,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.88751,13.22404,Returnees,Returnees,Borno,Data
face to face,11.91599,13.26387,Returnees,Returnees,Borno,Data
face to face,11.86985,13.21978,Returnees,Returnees,Borno,Data
face to face,11.86441,13.23079,Returnees,Returnees,Borno,Data
face to face,11.8844,13.26153,Returnees,Returnees,Borno,Data
face to face,11.86631,13.23638,IDPs,IDPs in camp,Borno,Data
face to face,11.87186,13.24972,IDPs,IDPs in camp,Borno,Data
face to face,11.86603,13.24041,IDPs,IDPs in camp,Borno,Data
face to face,11.86917,13.25319,IDPs,IDPs in camp,Borno,Data
face to face,11.86955,13.25373,IDPs,IDPs in camp,Borno,Data
face to face,11.86705,13.25275,IDPs,IDPs in camp,Borno,Data
face to face,11.8674,13.25057,IDPs,IDPs in camp,Borno,Data
face to face,11.88171,13.28239,IDPs,IDPs in camp,Borno,Data
face to face,11.87957,13.26028,IDPs,IDPs in camp,Borno,Data
face to face,11.86596,13.24619,IDPs,IDPs in camp,Borno,Data
face to face,11.86925,13.24507,IDPs,IDPs in camp,Borno,Data
face to face,11.86962,13.25497,IDPs,IDPs in camp,Borno,Data
face to face,11.86565,13.23252,IDPs,IDPs in camp,Borno,Data
face to face,11.86607,13.25029,IDPs,IDPs in camp,Borno,Data
face to face,11.86605,13.24044,IDPs,IDPs in camp,Borno,Data
face to face,11.86513,13.24176,IDPs,IDPs in camp,Borno,Data
face to face,11.88693,13.22286,IDPs,IDPs in camp,Borno,Data
face to face,11.86494,13.23072,IDPs,IDPs in camp,Borno,Data
face to face,11.86446,13.23083,IDPs,IDPs in camp,Borno,Data
face to face,11.86436,13.22814,IDPs,IDPs in camp,Borno,Data
face to face,11.88329,13.30563,IDPs,IDPs in camp,Borno,Data
face to face,11.86617,13.22997,IDPs,IDPs in camp,Borno,Data
face to face,11.87126,13.21662,IDPs,IDPs in camp,Borno,Data
face to face,11.8238,13.07945,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.81402,13.08114,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.830911,13.081845,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.81973,13.08098,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.83247,13.09072,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.92244,13.21864,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.92124,13.20369,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.92207,13.19123,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.92758,13.18298,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.90858,13.19946,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.92759,13.18299,Returnees,Returnees,Borno,Data
face to face,11.92183,13.19133,Returnees,Returnees,Borno,Data
face to face,11.92121,13.2037,Returnees,Returnees,Borno,Data
face to face,11.93675,13.18434,Returnees,Returnees,Borno,Data
face to face,11.91911,13.19273,IDPs,IDPs in camp,Borno,Data
face to face,11.9227,13.18693,IDPs,IDPs in camp,Borno,Data
face to face,11.83284,13.17941,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.83341,13.18753,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.83193,13.19049,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.83417,13.19397,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.83528,13.1842,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.840641,13.196727,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.82767,13.1874,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85365,13.20161,IDPs,IDPs in camp,Borno,Data
face to face,11.81705,13.18937,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.81678,13.1902,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.83334,13.18758,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.83363,13.18569,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.81605,13.19079,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.81568,13.19179,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.82143,13.19619,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.82952,13.18655,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.83344,13.18422,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.83254,13.1994,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.82947,13.1867,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85541,13.21044,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84085,13.18804,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85299,13.20175,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84703,13.17985,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85669,13.18903,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85091,13.19294,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85664,13.19427,IDPs,IDPs in camp,Borno,Data
face to face,11.85258,13.18114,IDPs,IDPs in camp,Borno,Data
face to face,11.84418,13.18612,IDPs,IDPs in camp,Borno,Data
face to face,11.85804,13.19984,IDPs,IDPs in camp,Borno,Data
face to face,11.85872,13.19924,IDPs,IDPs in camp,Borno,Data
face to face,11.85866,13.21539,IDPs,IDPs in camp,Borno,Data
face to face,11.85765,13.21543,IDPs,IDPs in camp,Borno,Data
face to face,11.84957,13.19326,IDPs,IDPs in camp,Borno,Data
face to face,11.85074,13.19245,IDPs,IDPs in camp,Borno,Data
face to face,11.8542,13.18295,IDPs,IDPs in camp,Borno,Data
face to face,11.85218,13.18255,IDPs,IDPs in camp,Borno,Data
face to face,11.84788,13.18567,IDPs,IDPs in camp,Borno,Data
face to face,11.85995,13.20219,IDPs,IDPs in camp,Borno,Data
face to face,11.85653,13.1889,IDPs,IDPs in camp,Borno,Data
face to face,11.9225,13.22328,IDPs,IDPs Resettled,Borno,Data
face to face,11.94859,13.22575,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.92639,13.24309,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.93155,13.22883,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.94918,13.2254,Returnees,Returnees,Borno,Data
face to face,11.94645,13.22154,IDPs,IDPs in camp,Borno,Data
face to face,11.86406,13.17404,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.86692,13.18604,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.87291,13.17267,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.86921,13.17066,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.87383,13.17541,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.86665,13.16689,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.86304,13.17292,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.86998,13.1807,IDPs,IDPs in camp,Borno,Data
face to face,11.87304,13.19019,IDPs,IDPs in camp,Borno,Data
face to face,11.867267,13.181743,IDPs,IDPs in camp,Borno,Data
face to face,11.870047,13.16566,IDPs,IDPs in camp,Borno,Data
face to face,11.86693,13.1655,IDPs,IDPs in camp,Borno,Data
face to face,11.87779,13.17996,IDPs,IDPs in camp,Borno,Data
face to face,11.87226,13.17357,IDPs,IDPs in camp,Borno,Data
face to face,11.88515,13.17488,IDPs,IDPs in camp,Borno,Data
face to face,11.87192,13.16917,IDPs,IDPs in camp,Borno,Data
face to face,11.86904,13.16368,IDPs,IDPs in camp,Borno,Data
face to face,11.87725,13.17697,IDPs,IDPs in camp,Borno,Data
face to face,11.87509,13.18228,IDPs,IDPs in camp,Borno,Data
face to face,11.87146,13.181502,IDPs,IDPs in camp,Borno,Data
face to face,11.87771,13.16969,IDPs,IDPs in camp,Borno,Data
face to face,11.87257,13.1638,IDPs,IDPs in camp,Borno,Data
face to face,11.8769,13.1644,IDPs,IDPs in camp,Borno,Data
face to face,11.87407,13.17336,IDPs,IDPs in camp,Borno,Data
face to face,11.89303,13.1535,IDPs,IDPs in camp,Borno,Data
face to face,11.86176,13.16785,IDPs,IDPs in camp,Borno,Data
face to face,11.8722,13.18321,IDPs,IDPs in camp,Borno,Data
face to face,11.87844,13.16271,IDPs,IDPs in camp,Borno,Data
face to face,11.86998,13.1807,IDPs,Integrated,Borno,Data
face to face,11.87383,13.17541,IDPs,Integrated,Borno,Data
face to face,11.87291,13.17267,IDPs,Integrated,Borno,Data
face to face,11.81264,12.5055,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.80597,12.49292,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.80548,12.4916,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.81084,12.47665,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.81118,12.49742,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.802123,12.498689,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.807731,12.482563,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.803346,12.495351,Returnees,Returnees,Borno,Data
face to face,11.8112,12.49745,Returnees,Returnees,Borno,Data
face to face,11.81143,12.49421,Returnees,Returnees,Borno,Data
face to face,11.81086,12.47667,Returnees,Returnees,Borno,Data
face to face,11.80389,12.49523,Returnees,Returnees,Borno,Data
face to face,11.807629,12.482611,Returnees,Returnees,Borno,Data
face to face,11.80058,12.47647,IDPs,IDPs in camp,Borno,Data
face to face,11.801065,12.494404,IDPs,IDPs in camp,Borno,Data
face to face,11.80784,12.49888,IDPs,IDPs in camp,Borno,Data
face to face,11.81635,12.49353,IDPs,IDPs in camp,Borno,Data
face to face,11.812792,12.500183,IDPs,IDPs in camp,Borno,Data
face to face,11.83152,12.62892,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.82694,12.6305,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.82664,12.6308,Returnees,Returnees,Borno,Data
face to face,11.83154,12.62894,Returnees,Returnees,Borno,Data
face to face,11.75949,12.25646,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.75955,12.25682,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.766196,12.26006,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.75953,12.25684,Returnees,Returnees,Borno,Data
face to face,11.7573,12.25709,Returnees,Returnees,Borno,Data
face to face,11.766337,12.260564,Returnees,Returnees,Borno,Data
face to face,11.762593,12.265062,IDPs,IDPs in camp,Borno,Data
remotely  phone call,11.63194,12.320109,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,11.631938,12.320107,Returnees,Returnees,Borno,Data
face to face,12.266891,14.471803,IDPs,IDPs in camp,Borno,Data
face to face,12.266492,14.467953,IDPs,IDPs in camp,Borno,Data
face to face,12.269952,14.467853,IDPs,IDPs in camp,Borno,Data
face to face,12.270773,14.46599,IDPs,IDPs in camp,Borno,Data
face to face,11.84614,13.05096,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.83843,13.07128,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.82156,13.06603,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84768,12.93651,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84966,13.0229,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.8452,13.05678,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.90525,13.09242,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84445,12.93653,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.0369,13.06965,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.02671,13.06188,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.90194,13.07051,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.8443,13.0337,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.94275,13.07431,Returnees,Returnees,Borno,Data
face to face,11.82478,13.04721,Returnees,Returnees,Borno,Data
face to face,11.95535,13.00253,Returnees,Returnees,Borno,Data
face to face,11.94891,13.009,Returnees,Returnees,Borno,Data
face to face,11.935445,13.030227,Returnees,Returnees,Borno,Data
face to face,11.9858,13.06213,Returnees,Returnees,Borno,Data
face to face,11.9912,13.05993,Returnees,Returnees,Borno,Data
face to face,12.03666,13.06948,Returnees,Returnees,Borno,Data
face to face,12.03705,13.07403,Returnees,Returnees,Borno,Data
face to face,12.0267,13.06189,Returnees,Returnees,Borno,Data
face to face,11.81613,13.06732,IDPs,IDPs in camp,Borno,Data
face to face,11.89967,13.09151,IDPs,IDPs in camp,Borno,Data
face to face,11.998453,12.957879,IDPs,Integrated,Borno,Data
face to face,12.03667,13.06993,IDPs,Integrated,Borno,Data
face to face,11.726758,13.298865,IDPs,Integrated,Borno,Data
face to face,11.78875,13.20665,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.776262,13.216988,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.754859,13.262016,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.76352,13.24239,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.77843,13.21772,Returnees,Returnees,Borno,Data
face to face,11.75854,13.26611,Returnees,Returnees,Borno,Data
face to face,11.76373,13.2431,Returnees,Returnees,Borno,Data
face to face,11.76806,13.23163,Returnees,Returnees,Borno,Data
face to face,11.78714,13.20352,Returnees,Returnees,Borno,Data
face to face,11.77588,13.21718,IDPs,IDPs in camp,Borno,Data
face to face,11.77033,13.22645,IDPs,IDPs in camp,Borno,Data
face to face,11.78066,13.21456,IDPs,IDPs in camp,Borno,Data
face to face,11.748,13.26339,IDPs,IDPs in camp,Borno,Data
face to face,11.74833,13.26013,IDPs,IDPs in camp,Borno,Data
face to face,11.78495,13.21019,IDPs,IDPs in camp,Borno,Data
face to face,11.76863,13.23375,IDPs,Integrated,Borno,Data
face to face,11.75856,13.26613,Returnees,Returnees,Borno,Data
face to face,12.02669,13.06187,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84362,12.7743,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.902015,13.07054,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84394,12.77565,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.75855,13.2661,Returnees,Returnees,Borno,Data
face to face,11.76376,13.24314,Returnees,Returnees,Borno,Data
face to face,11.842004,12.77561,Returnees,Returnees,Borno,Data
face to face,11.84126,12.77304,Returnees,Returnees,Borno,Data
face to face,11.66011,13.39857,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.65882,13.40014,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.65578,13.41908,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.73597,13.28389,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.66881,13.39255,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.75857,13.26615,Returnees,Returnees,Borno,Data
face to face,11.76374,13.24311,Returnees,Returnees,Borno,Data
face to face,11.75859,13.26614,Returnees,Returnees,Borno,Data
face to face,11.76378,13.2437,Returnees,Returnees,Borno,Data
face to face,11.64359,13.4196,Returnees,Returnees,Borno,Data
face to face,11.6543,13.41831,Returnees,Returnees,Borno,Data
face to face,11.75852,13.26609,Returnees,Returnees,Borno,Data
face to face,11.76371,13.24308,Returnees,Returnees,Borno,Data
face to face,11.64837,13.41519,Returnees,Returnees,Borno,Data
face to face,11.64758,13.41633,Returnees,Returnees,Borno,Data
face to face,11.65684,13.41605,Returnees,Returnees,Borno,Data
face to face,11.66453,13.39605,IDPs,IDPs in camp,Borno,Data
face to face,11.73458,13.28333,IDPs,IDPs in camp,Borno,Data
face to face,11.66881,13.39255,IDPs,IDPs in camp,Borno,Data
face to face,10.56637,11.95726,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.56637,11.95726,IDPs,IDPs Resettled,Borno,Data
face to face,10.40158,12.01544,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.54474,11.91426,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.42042,11.92782,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.47027,11.77302,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.49534,11.84501,IDPs,IDPs Resettled,Borno,Data
face to face,10.50714,11.83768,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.50466,11.83705,IDPs,IDPs Resettled,Borno,Data
face to face,10.49794,11.83409,IDPs,IDPs Resettled,Borno,Data
face to face,10.50244,11.83563,IDPs,Integrated,Borno,Data
face to face,10.49876,11.8415,IDPs,Integrated,Borno,Data
face to face,10.50774,11.84708,IDPs,Integrated,Borno,Data
face to face,10.49291,11.83643,IDPs,IDPs Resettled,Borno,Data
face to face,10.34373,11.92448,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.33964,11.92654,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.36408,11.96833,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.36089,11.97128,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.47104,11.91384,IDPs,IDPs Resettled,Borno,Data
face to face,10.38202,11.85971,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.88424,13.34223,Returnees,Returnees,Borno,Data
face to face,11.9257366,13.5950127,IDPs,IDPs in camp,Borno,Data
face to face,11.92165,13.60094,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.92651,13.60131,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.922995,13.596982,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.92465,13.6019,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.92237,13.60418,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.92281,13.60064,Returnees,Returnees,Borno,Data
face to face,11.9177921,13.5994732,Returnees,Returnees,Borno,Data
face to face,11.92118,13.60027,Returnees,Returnees,Borno,Data
face to face,11.92741,13.59879,Returnees,Returnees,Borno,Data
face to face,11.92239,13.6042,Returnees,Returnees,Borno,Data
face to face,11.92033,13.59153,IDPs,IDPs in camp,Borno,Data
face to face,12.26026,13.10827,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.11471,12.282943,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.111471,12.82943,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,12.2595,13.11166,Returnees,Returnees,Borno,Data
face to face,12.26148,13.11147,Returnees,Returnees,Borno,Data
face to face,12.26153,13.11146,Returnees,Returnees,Borno,Data
face to face,12.25596,13.09907,IDPs,IDPs in camp,Borno,Data
face to face,12.2542,13.09838,IDPs,IDPs in camp,Borno,Data
face to face,12.25079,13.10118,IDPs,IDPs in camp,Borno,Data
face to face,12.26342,13.10484,IDPs,IDPs in camp,Borno,Data
face to face,12.2597,13.11167,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.26105,13.11107,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.2598,13.11168,Returnees,Returnees,Borno,Data
face to face,12.2615,13.11149,Returnees,Returnees,Borno,Data
face to face,12.11736,12.82823,IDPs,IDPs dispersed in Host Communities,Borno,Data
